                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.2543,                0.99098,                 1.8102,                0.95359,                    0.3,                 0.4645,                0.25027,                 2.0676,                 2.7333,                 3.0454,              0.0010329,              0.0010329,              0.0010329
                     30,                 1.2357,                0.95284,                 1.7122,                0.87813,                  0.325,                0.49532,                0.30665,                 1.8051,                 2.3792,                 2.8498,              0.0010187,              0.0010187,              0.0010187
                     31,                 1.2252,                0.96536,                 1.6561,                0.90748,                    0.4,                0.58397,                0.33578,                 1.7673,                 2.1129,                 2.6556,              0.0010046,              0.0010046,              0.0010046
                     32,                 1.2233,                0.93438,                 1.6488,                0.89021,                    0.5,                0.62619,                0.42035,                 1.4274,                 1.8098,                 2.3282,             0.00099044,             0.00099044,             0.00099044
                     33,                 1.1138,                0.92355,                 1.5778,                0.93928,                    0.5,                 0.6118,                0.37575,                 1.4964,                 1.8016,                 2.2941,             0.00097629,             0.00097629,             0.00097629
                     34,                 1.1042,                0.85113,                 1.5038,                      1,                0.54533,                0.64019,                0.43758,                 1.3348,                 1.6752,                 2.1899,             0.00096215,             0.00096215,             0.00096215
                     35,                 1.0596,                0.88073,                 1.5462,                0.99359,                  0.525,                0.67099,                0.46194,                 1.3926,                 1.6438,                 2.1637,               0.000948,               0.000948,               0.000948
                     36,                 1.3704,                0.93615,                 1.6934,                      1,                0.54499,                0.65378,                0.41198,                 1.5671,                 1.6521,                 2.1269,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.2896,                 0.9265,                 1.6042,                0.99003,                  0.725,                0.75582,                0.48217,                 1.3379,                 1.5511,                 2.0185,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.1347,                0.87275,                 1.5146,                0.98525,                  0.725,                0.78348,                 0.4431,                 1.4859,                 1.5643,                 2.1818,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.2018,                0.88497,                 1.6228,                0.97999,                  0.725,                 0.7815,                0.46891,                 1.5683,                 1.6185,                 2.3002,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.1572,                0.86071,                 1.5035,                0.95981,                  0.725,                0.74859,                0.46868,                 1.5289,                 1.6543,                 2.1813,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.1226,                0.82715,                 1.4843,                0.93121,                0.67696,                0.73421,                0.47537,                 1.4449,                 1.7095,                 2.1655,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.0173,                0.78941,                 1.3924,                0.99968,                  0.675,                0.73435,                0.47284,                 1.5668,                 1.7511,                 2.3442,             0.00084897,             0.00084897,             0.00084897
                     43,                  1.115,                0.81334,                 1.4717,                      1,                0.51669,                0.71462,                0.44279,                 1.6559,                  1.667,                 2.3761,             0.00083482,             0.00083482,             0.00083482
                     44,                0.99339,                0.77187,                 1.4013,                0.98764,                  0.675,                0.72562,                0.45972,                 1.6086,                 1.6617,                 2.2497,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.1128,                0.79607,                  1.451,                      1,                0.67375,                0.72315,                0.44184,                 1.6435,                 1.7101,                 2.2555,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.0884,                0.81158,                 1.4438,                      1,                0.46751,                0.72518,                0.47694,                 1.6036,                 1.7481,                 2.2164,             0.00079238,             0.00079238,             0.00079238
                     47,                 0.9304,                0.72735,                 1.3224,                 0.9644,                0.67726,                0.74519,                0.47051,                 1.6876,                 1.6654,                 2.2675,             0.00077823,             0.00077823,             0.00077823
                     48,                0.98045,                0.73928,                 1.3594,                0.93428,                0.71101,                0.75265,                0.51964,                 1.4269,                 1.4084,                  2.037,             0.00076409,             0.00076409,             0.00076409
                     49,                 0.9526,                0.75564,                 1.3388,                0.87173,                 0.6797,                 0.7464,                 0.4908,                 1.4596,                 1.4423,                 2.0874,             0.00074994,             0.00074994,             0.00074994
                     50,                 1.0306,                0.75446,                 1.4149,                0.80341,                0.61323,                0.71912,                0.46487,                 1.4788,                 1.5324,                 2.1416,             0.00073579,             0.00073579,             0.00073579
                     51,                0.97405,                0.71719,                 1.3277,                0.77636,                  0.575,                0.73338,                0.47362,                  1.487,                 1.6222,                 2.1711,             0.00072164,             0.00072164,             0.00072164
                     52,                0.89667,                0.69911,                 1.3192,                0.93788,                  0.725,                0.80584,                 0.5697,                 1.3238,                 1.4657,                  2.036,              0.0007075,              0.0007075,              0.0007075
                     53,                0.85812,                0.67397,                 1.2584,                0.96923,                  0.725,                 0.8256,                0.58355,                 1.2879,                 1.4228,                 1.9782,             0.00069335,             0.00069335,             0.00069335
                     54,                0.89142,                0.68222,                 1.3339,                0.96288,                  0.725,                0.86895,                0.59452,                 1.3547,                 1.3907,                 1.9529,              0.0006792,              0.0006792,              0.0006792
                     55,                0.93712,                 0.7254,                 1.3483,                0.98312,                  0.725,                0.90204,                0.56597,                 1.4532,                 1.4915,                 1.9964,             0.00066506,             0.00066506,             0.00066506
                     56,                0.93597,                0.72744,                 1.2877,                0.94599,                  0.725,                0.84926,                0.54207,                 1.4355,                 1.4962,                 2.1265,             0.00065091,             0.00065091,             0.00065091
                     57,                0.95875,                0.73695,                 1.3856,                0.90956,                  0.725,                0.80448,                0.52924,                 1.4049,                 1.3855,                 2.0596,             0.00063676,             0.00063676,             0.00063676
                     58,                  0.904,                0.69602,                 1.3087,                 0.9369,                0.74253,                0.78445,                0.55538,                  1.424,                 1.3545,                 2.0165,             0.00062262,             0.00062262,             0.00062262
                     59,                0.80126,                 0.6408,                  1.225,                0.97021,                  0.725,                0.77657,                0.56492,                 1.4093,                 1.2748,                  1.957,             0.00060847,             0.00060847,             0.00060847
                     60,                0.86183,                0.64008,                 1.2631,                      1,                0.70698,                  0.779,                 0.5489,                 1.3641,                 1.2117,                 1.9704,             0.00059432,             0.00059432,             0.00059432
                     61,                0.78394,                   0.62,                 1.1706,                      1,                0.69324,                0.76268,                0.52492,                 1.4712,                  1.369,                 2.2132,             0.00058017,             0.00058017,             0.00058017
                     62,                0.86272,                  0.668,                  1.283,                      1,                0.68442,                0.75427,                0.52147,                 1.5272,                  1.466,                 2.3187,             0.00056603,             0.00056603,             0.00056603
                     63,                 0.8175,                0.64124,                  1.229,                      1,                0.67487,                0.76321,                0.53196,                  1.538,                 1.5278,                 2.3193,             0.00055188,             0.00055188,             0.00055188
                     64,                0.77778,                0.63549,                 1.1833,                      1,                0.70243,                0.77675,                0.53097,                 1.5353,                 1.4549,                 2.1115,             0.00053773,             0.00053773,             0.00053773
                     65,                0.82254,                0.63143,                 1.2571,                      1,                0.70805,                0.77456,                0.52959,                 1.5424,                 1.4234,                 2.1179,             0.00052359,             0.00052359,             0.00052359
                     66,                0.81294,                0.62706,                 1.2388,                      1,                0.71397,                0.76842,                 0.5298,                  1.529,                 1.3715,                 2.0892,             0.00050944,             0.00050944,             0.00050944
                     67,                0.79456,                0.60579,                 1.2208,                0.97125,                    0.7,                0.76731,                0.53288,                   1.45,                 1.2919,                  1.999,             0.00049529,             0.00049529,             0.00049529
                     68,                0.74315,                0.61778,                 1.2192,                      1,                0.74755,                0.77964,                0.55789,                 1.3157,                 1.2017,                  1.883,             0.00048114,             0.00048114,             0.00048114
                     69,                0.74986,                0.61684,                 1.2207,                      1,                0.69451,                0.76698,                0.53267,                 1.3904,                 1.3095,                 1.9514,               0.000467,               0.000467,               0.000467
                     70,                0.80714,                0.61889,                 1.2195,                0.98201,                  0.675,                0.73537,                0.51445,                 1.3888,                 1.3708,                 1.9683,             0.00045285,             0.00045285,             0.00045285
                     71,                 0.7185,                0.57488,                 1.1592,                 0.9845,                    0.7,                0.77367,                0.53172,                   1.33,                 1.3263,                 1.9634,              0.0004387,              0.0004387,              0.0004387
                     72,                0.70928,                0.55267,                 1.1519,                      1,                 0.7198,                0.78189,                0.54915,                 1.2864,                 1.2628,                 1.9467,             0.00042456,             0.00042456,             0.00042456
                     73,                0.76859,                0.60493,                 1.2417,                      1,                0.71853,                0.78298,                0.56742,                 1.2463,                 1.2389,                  1.907,             0.00041041,             0.00041041,             0.00041041
                     74,                0.76048,                0.59079,                 1.1868,                      1,                0.72308,                 0.7851,                0.57753,                 1.1989,                 1.2246,                 1.8612,             0.00039626,             0.00039626,             0.00039626
                     75,                0.68642,                0.54623,                 1.1322,                      1,                0.73487,                0.78674,                0.60003,                 1.1911,                 1.2451,                 1.8469,             0.00038211,             0.00038211,             0.00038211
                     76,                0.69259,                0.55876,                 1.1109,                      1,                0.72391,                0.78553,                0.57682,                 1.1982,                 1.2513,                 1.8416,             0.00036797,             0.00036797,             0.00036797
                     77,                0.73833,                0.56297,                 1.1819,                  0.966,                0.71042,                0.78412,                0.56115,                 1.3073,                  1.329,                  1.902,             0.00035382,             0.00035382,             0.00035382
                     78,                0.70852,                0.56764,                 1.1541,                0.96651,                 0.7217,                0.77917,                0.55613,                 1.3431,                 1.3307,                 1.9072,             0.00033967,             0.00033967,             0.00033967
                     79,                0.67039,                0.53582,                  1.124,                0.96665,                0.72453,                0.77931,                0.56128,                 1.3247,                 1.3007,                 1.8887,             0.00032553,             0.00032553,             0.00032553
                     80,                0.66772,                0.54293,                 1.1274,                0.97251,                    0.7,                0.77863,                0.55382,                 1.3103,                 1.2349,                 1.8683,             0.00031138,             0.00031138,             0.00031138
                     81,                0.64647,                0.50976,                 1.0774,                 0.9755,                  0.675,                0.73516,                0.53002,                 1.3147,                 1.2827,                 1.8893,             0.00029723,             0.00029723,             0.00029723
                     82,                0.64629,                0.51365,                 1.1234,                 0.9503,                0.47814,                0.64826,                0.49182,                 1.2877,                 1.3373,                  1.871,             0.00028308,             0.00028308,             0.00028308
                     83,                0.61305,                0.49778,                 1.0872,                      1,                0.49999,                0.65611,                0.49449,                 1.2953,                 1.3409,                 1.8609,             0.00026894,             0.00026894,             0.00026894
                     84,                0.64388,                0.50209,                  1.093,                      1,                0.66838,                0.73508,                0.53068,                 1.3241,                 1.2829,                 1.8727,             0.00025479,             0.00025479,             0.00025479
                     85,                0.64827,                0.52668,                 1.0994,                      1,                0.71613,                0.77672,                0.55665,                  1.321,                 1.2615,                 1.9001,             0.00024064,             0.00024064,             0.00024064
                     86,                0.60306,                0.49522,                 1.0898,                      1,                 0.7238,                0.78059,                0.55792,                 1.3143,                 1.2401,                 1.9013,              0.0002265,              0.0002265,              0.0002265
                     87,                0.64088,                0.52272,                 1.1064,                      1,                0.72434,                 0.7811,                0.55281,                 1.3264,                 1.2275,                  1.905,             0.00021235,             0.00021235,             0.00021235
                     88,                0.59475,                0.49807,                 1.0608,                      1,                0.72286,                0.78105,                0.55258,                 1.3069,                 1.1866,                 1.8738,              0.0001982,              0.0001982,              0.0001982
                     89,                0.61386,                0.50526,                 1.1031,                      1,                0.72299,                 0.7805,                 0.5525,                 1.3082,                  1.187,                 1.8598,             0.00018406,             0.00018406,             0.00018406
                     90,                 0.6428,                0.51458,                 1.1325,                      1,                0.72306,                0.78201,                0.56646,                 1.3315,                 1.2049,                 1.8755,             0.00016991,             0.00016991,             0.00016991
                     91,                0.58213,                0.59212,                 1.0765,                      1,                0.72148,                0.78545,                0.56285,                 1.3443,                 1.2479,                 1.8841,             0.00015576,             0.00015576,             0.00015576
                     92,                0.56814,                0.55738,                 1.1324,                      1,                0.71783,                0.79306,                0.56775,                   1.37,                 1.3845,                 1.9313,             0.00014161,             0.00014161,             0.00014161
                     93,                0.53451,                 0.5512,                 1.0689,                      1,                0.71425,                0.79084,                0.57609,                 1.3194,                 1.4033,                 1.9114,             0.00012747,             0.00012747,             0.00012747
                     94,                0.55534,                 0.5741,                 1.1064,                      1,                0.71007,                0.78375,                0.58562,                 1.2506,                   1.39,                 1.8783,             0.00011332,             0.00011332,             0.00011332
                     95,                0.52555,                 0.5628,                 1.0858,                      1,                 0.7022,                0.77946,                0.58073,                 1.2289,                 1.4027,                 1.8937,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.51905,                0.54059,                 1.0406,                      1,                0.53186,                0.74237,                0.53283,                  1.242,                 1.4388,                 1.9585,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.51456,                0.54328,                 1.0763,                      1,                0.52338,                0.73937,                0.52205,                  1.255,                 1.4407,                 1.9821,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.50097,                0.52156,                 1.0386,                      1,                0.52097,                0.73441,                0.51488,                 1.2694,                 1.4488,                 2.0105,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.52061,                 0.5162,                 1.0587,                      1,                0.52469,                0.73923,                0.51684,                 1.2829,                   1.45,                 2.0325,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 0.5198,                0.51724,                 1.0293,                      1,                0.52481,                0.73481,                0.52364,                 1.2991,                 1.4513,                 2.0504,             2.8437e-05,             2.8437e-05,             2.8437e-05
